word,meanings,meaningsByBook,usphone,ukphone,bookIds,semanticDomainId,semanticPath,semanticConfidence,reviewRequired
"incarnate","a.具有肉体的；化身的 | 化身的，人性化的：bodily nature and form；使（思想、理论）具体，体现：constitute an embodiment | 使(思想，理论)具化，体现","{""gre1500"":[""a.具有肉体的；化身的"",""化身的，人性化的：bodily nature and form；使（思想、理论）具体，体现：constitute an embodiment""],""gre3000"":[""使(思想，理论)具化，体现""]}","ɪnˈkɑrnət","ɪnˈkɑːnət","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › incarnate","0.2","true"
"lance","n.长矛；鱼叉 | 长矛，标枪：long straight handle and sharp head or blade；刺穿，刺破：penetrate | 刺穿，刺破","{""gre1500"":[""n.长矛；鱼叉"",""长矛，标枪：long straight handle and sharp head or blade；刺穿，刺破：penetrate""],""gre3000"":[""刺穿，刺破""]}","læns","lɑːns","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › lance","0.2","true"
"harrow","n.耙；v.使痛苦 | 折磨，使苦恼：distress torment | 折磨，使苦恼","{""gre1500"":[""n.耙；v.使痛苦"",""折磨，使苦恼：distress torment""],""gre3000"":[""折磨，使苦恼""]}","ˈhæroʊ","ˈhærəʊ","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › harrow","0.2","true"
"doldrums","n.赤道无风带；情绪低落 | 低迷，中断：inactivity；情绪不佳：low spirits | 低迷，中断","{""gre1500"":[""n.赤道无风带；情绪低落"",""低迷，中断：inactivity；情绪不佳：low spirits""],""gre3000"":[""低迷，中断""]}","ˈdoldrəmz","ˈdɒldrəmz","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › doldrums","0.79","false"
"faze","v.使…狼狈，折磨 | 打扰，使尴尬：disturb the composure | 打扰，使尴尬","{""gre1500"":[""v.使…狼狈，折磨"",""打扰，使尴尬：disturb the composure""],""gre3000"":[""打扰，使尴尬""]}","feɪz","feɪz","gre1500 | gre3000","relation","因果与关系 › 原因·结果·连接 › faze","0.2","true"
"snarl","n./v.纠缠，混乱 | 纠缠，纠结：twist；咆哮，怒吼：to anger | 纠缠，纠结","{""gre1500"":[""n./v.纠缠，混乱"",""纠缠，纠结：twist；咆哮，怒吼：to anger""],""gre3000"":[""纠缠，纠结""]}","snɑrl","snɑːl","gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › snarl","0.2","true"
"rostrum","n.讲台，讲坛 | 讲坛，演讲坛：stage speaking","{""gre1500"":[""n.讲台，讲坛"",""讲坛，演讲坛：stage speaking""]}","","","gre1500","expression","表达与观点 › 语言·观点·交流 › rostrum","0.67","false"
"overture","n.前奏曲，序曲 | 前言：introductory, preclude；序曲：introduction opera | 前言；序曲","{""gre1500"":[""n.前奏曲，序曲"",""前言：introductory, preclude；序曲：introduction opera""],""gre3000"":[""前言；序曲""]}","ˈoʊvərtʃər","ˈəʊvətʃʊə(r)","gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › overture","0.2","true"
"heresy","n.异端邪说 | 异教，和普遍观点相悖的说话：controversial or unorthodox opinion | 异教，和普遍观点相悖的说法","{""gre1500"":[""n.异端邪说"",""异教，和普遍观点相悖的说话：controversial or unorthodox opinion""],""gre3000"":[""异教，和普遍观点相悖的说法""]}","ˈhɛrəsi","ˈherɪsɪ","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › heresy","0.67","false"
"carp","n.鲤鱼；v.吹毛求疵 | 对小事吹毛求疵，挑剔，表现不满：peevish criticism, objections, express dissatisfaction, tiresomely | 对小事吹毛求疵，挑剔，表现不满","{""gre1500"":[""n.鲤鱼；v.吹毛求疵"",""对小事吹毛求疵，挑剔，表现不满：peevish criticism, objections, express dissatisfaction, tiresomely""],""gre3000"":[""对小事吹毛求疵，挑剔，表现不满""]}","kɑrp","kɑːp","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › carp","0.79","false"
"offhand","adv./a.事先无准备地(的)；随便地(的) | 即兴的，没有准备的：without preparation | 即兴的，没有准备的","{""gre1500"":[""adv./a.事先无准备地(的)；随便地(的)"",""即兴的，没有准备的：without preparation""],""gre3000"":[""即兴的，没有准备的""]}","ˌɔfˈhænd","ɒfˈhænd","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › offhand","0.2","true"
"mongrel","n.杂种动物；混血儿 | 杂种的，混血儿的：mixed origin | 杂种的，混血儿的","{""gre1500"":[""n.杂种动物；混血儿"",""杂种的，混血儿的：mixed origin""],""gre3000"":[""杂种的，混血儿的""]}","ˈmʌŋɡrəl","ˈmʌŋɡrəl","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › mongrel","0.2","true"
"indoctrinate","v.教导；灌输思想 | 教育，灌输思想：instruct | 教育，灌输思想","{""gre1500"":[""v.教导；灌输思想"",""教育，灌输思想：instruct""],""gre3000"":[""教育，灌输思想""]}","ɪnˈdɑːktrɪneɪt","ɪnˈdɒktrɪneɪt","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › indoctrinate","0.67","false"
"hymn","n.赞美诗 | 赞歌，赞美诗：song of praise；赞美：proclaim the glory | 赞歌，赞美诗","{""gre1500"":[""n.赞美诗"",""赞歌，赞美诗：song of praise；赞美：proclaim the glory""],""gre3000"":[""赞歌，赞美诗""]}","hɪm","hɪm","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › hymn","0.2","true"
"verve","n.(艺术作品的)神韵；(人)生机 | 活力，热情：vitality | 活力，热情","{""gre1500"":[""n.(艺术作品的)神韵；(人)生机"",""活力，热情：vitality""],""gre3000"":[""活力，热情""]}","vɜːrv","vɜːv","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › verve","0.2","true"
"dogma","n.教条，信条 | 教条，信条：doctrine stated authoritatively","{""gre1500"":[""n.教条，信条"",""教条，信条：doctrine stated authoritatively""]}","","","gre1500","action","行动与选择 › 行动·选择·执行 › dogma","0.67","false"
"fiasco","n.大失败，惨败 | 大失败：complete failure | 大失败","{""gre1500"":[""n.大失败，惨败"",""大失败：complete failure""],""gre3000"":[""大失败""]}","fɪˈæsko","fɪˈæskəʊ","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › fiasco","0.2","true"
"lopsided","a.倾向一方的，不平衡的 | 歪的，倾斜的：leaning；不平衡的，不协调的：lacking in balance | 不平衡的，不协调的","{""gre1500"":[""a.倾向一方的，不平衡的"",""歪的，倾斜的：leaning；不平衡的，不协调的：lacking in balance""],""gre3000"":[""不平衡的，不协调的""]}","ˌlɑpˈsaɪdɪd","lɒpˈsaɪdɪd","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › lopsided","0.2","true"
"hearten","v.鼓励，激励 | 给予鼓励，鼓舞：give strength courage, encourage | 给予鼓励，鼓舞","{""gre1500"":[""v.鼓励，激励"",""给予鼓励，鼓舞：give strength courage, encourage""],""gre3000"":[""给予鼓励，鼓舞""]}","ˈhɑrtn","ˈhɑːt(ə)n","gre1500 | gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › hearten","0.2","true"
"masquerade","n.化装舞会；v.伪装 | 捣碎：pulpy mass | 面具，伪装；伪装，掩饰","{""gre1500"":[""n.化装舞会；v.伪装"",""捣碎：pulpy mass""],""gre3000"":[""面具，伪装；伪装，掩饰""]}","ˌmæskəˈred","ˌmɑːskəˈreɪd","gre1500 | gre3000","society","社会与个体 › 社会·群体·个体 › masquerade","0.2","true"
"crease","n.折缝，皱痕 | 折痕：folding","{""gre1500"":[""n.折缝，皱痕"",""折痕：folding""]}","","","gre1500","change","变化与发展 › 变化·增长·演进 › crease","0.2","true"
"banish","v.放逐某人 | 驱逐出境：leave, country； 赶出：force out | 驱逐出境","{""gre1500"":[""v.放逐某人"",""驱逐出境：leave, country； 赶出：force out""],""gre3000"":[""驱逐出境""]}","ˈbænɪʃ","ˈbænɪʃ","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › banish","0.67","false"
"strident","a.尖声的，刺耳的 | 刺耳的：harsh sound | 刺耳的","{""gre1500"":[""a.尖声的，刺耳的"",""刺耳的：harsh sound""],""gre3000"":[""刺耳的""]}","ˈstraɪdnt","ˈstraɪdnt","gre1500 | gre3000","expression","表达与观点 › 语言·观点·交流 › strident","0.2","true"
"solemnity","n.庄严，肃穆 | 庄严，严肃：solemn | 庄严，严肃","{""gre1500"":[""n.庄严，肃穆"",""庄严，严肃：solemn""],""gre3000"":[""庄严，严肃""]}","səˈlemnəti","səˈlemnəti","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › solemnity","0.2","true"
"coronation","n.加冕 | 加冕，加冕礼：crowning | 加冕，加冕礼","{""gre1500"":[""n.加冕"",""加冕，加冕礼：crowning""],""gre3000"":[""加冕，加冕礼""]}","ˈkɔrəˈneʃən","kɒrəˈneɪʃ(ə)n","gre1500 | gre3000","control","控制与影响 › 控制·管理·影响 › coronation","0.2","true"
"ethos","n.(个人、团体或民族)道德风貌，思潮，信仰 | 道德准则：code of good conduct | 道德准则","{""gre1500"":[""n.(个人、团体或民族)道德风貌，思潮，信仰"",""道德准则：code of good conduct""],""gre3000"":[""道德准则""]}","ˈiːθɑːs","ˈiːθɒs","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › ethos","0.67","false"
"committed","a.(对事业，本职工作等)尽忠的 | 忠诚的，忠实的：loyal | 忠诚的，忠实的","{""gre1500"":[""a.(对事业，本职工作等)尽忠的"",""忠诚的，忠实的：loyal""],""gre3000"":[""忠诚的，忠实的""]}","kəˈmɪtɪd","kəˈmɪtɪd","gre1500 | gre3000","judgment","判断与评价 › 判断·价值·评价 › committed","0.2","true"
"sham","n.虚假；v.伪装 | 欺瞒：deceitfulness；掩饰，假装：present a false appearance；虚假的：fake | 掩饰，假装；虚假的","{""gre1500"":[""n.虚假；v.伪装"",""欺瞒：deceitfulness；掩饰，假装：present a false appearance；虚假的：fake""],""gre3000"":[""掩饰，假装；虚假的""]}","ʃæm","ʃæm","gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › sham","0.67","false"
"felony","n.重罪 | 重罪：grave crimes | 重罪","{""gre1500"":[""n.重罪"",""重罪：grave crimes""],""gre3000"":[""重罪""]}","ˈfɛləni","ˈfelənɪ","gre1500 | gre3000","action","行动与选择 › 行动·选择·执行 › felony","0.2","true"
"phenomenal","a.显著的，非凡的 | 不寻常的，非凡的：out of the ordinary | 不寻常的，非凡的","{""gre1500"":[""a.显著的，非凡的"",""不寻常的，非凡的：out of the ordinary""],""gre3000"":[""不寻常的，非凡的""]}","fəˈnɑːmɪnl","fəˈnɒmɪnl","gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › phenomenal","0.2","true"
"gobble","v.贪婪地吃，吞没 | 狼吞虎咽：eat greedily | 狼吞虎咽","{""gre1500"":[""v.贪婪地吃，吞没"",""狼吞虎咽：eat greedily""],""gre3000"":[""狼吞虎咽""]}","ˈɡɑbl","ˈgɒb(ə)l","gre1500 | gre3000","state","状态与存在 › 状态·属性·存在 › gobble","0.2","true"
"underdog","n.受欺负者，弱者 | 受害者，输家： loser/victim","{""gre1500"":[""n.受欺负者，弱者"",""受害者，输家： loser/victim""]}","","","gre1500","action","行动与选择 › 行动·选择·执行 › underdog","0.67","false"
"ingenuity","n.巧思，聪敏 | 独创性，创新性：inventive","{""gre1500"":[""n.巧思，聪敏"",""独创性，创新性：inventive""]}","","","gre1500","control","控制与影响 › 控制·管理·影响 › ingenuity","0.2","true"
"grate","v.发出“吱嘎”声；磨碎；使人烦躁 | 刮擦（以发出刺耳的声音）：rasping；骚扰，惹恼：irritate | 刮擦(以发出刺耳的声音)；骚扰，惹恼","{""gre1500"":[""v.发出“吱嘎”声；磨碎；使人烦躁"",""刮擦（以发出刺耳的声音）：rasping；骚扰，惹恼：irritate""],""gre3000"":[""刮擦(以发出刺耳的声音)；骚扰，惹恼""]}","ɡret","greɪt","gre1500 | gre3000","change","变化与发展 › 变化·增长·演进 › grate","0.2","true"
"boggle","v.畏缩不前；使退缩 | （因为怀疑、恐惧）犹豫：hesitate； 笨拙地做：unskillful way | (因为怀疑、恐惧)犹豫","{""gre1500"":[""v.畏缩不前；使退缩"",""（因为怀疑、恐惧）犹豫：hesitate； 笨拙地做：unskillful way""],""gre3000"":[""(因为怀疑、恐惧)犹豫""]}","ˈbɑːɡl","ˈbɒɡl","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › boggle","0.2","true"
"etch","v.蚀刻)；铭记 | 蚀刻；留下深刻印象，铭记：produce a vivid impression | 留下深刻印象，铭记","{""gre1500"":[""v.蚀刻)；铭记"",""蚀刻；留下深刻印象，铭记：produce a vivid impression""],""gre3000"":[""留下深刻印象，铭记""]}","etʃ","etʃ","gre1500 | gre3000","cognition","认知与思维 › 感知·理解·记忆 › etch","0.2","true"
"inquisitive","a.过分好问的；好奇的 | 过分好奇的：inordinately curious | 过分好奇的","{""gre1500"":[""a.过分好问的；好奇的"",""过分好奇的：inordinately curious""],""gre3000"":[""过分好奇的""]}","ɪnˈkwɪzətɪv","ɪnˈkwɪzɪtɪv","gre1500 | gre3000","time","时间与过程 › 时间·顺序·过程 › inquisitive","0.2","true"
"pitfall","n.陷阱，未料到的危险或困难 | 陷阱：capture and hold animals；（不易察觉的）危害：hidden danger | 陷阱","{""gre1500"":[""n.陷阱，未料到的危险或困难"",""陷阱：capture and hold animals；（不易察觉的）危害：hidden danger""],""gre3000"":[""陷阱""],""bec2"":[""陷阱，圈套；缺陷；诱惑""]}","ˈpɪtˈfɔl","ˈpɪtfɔːl","gre1500 | gre3000 | bec2","change","变化与发展 › 变化·增长·演进 › pitfall","0.67","false"
"sulk","生气，愠怒","{""gre3000"":[""生气，愠怒""]}","sʌlk","sʌlk","gre3000","change","变化与发展 › 变化·增长·演进 › sulk","0.2","true"
"patrician","贵族，名门望族；贵族的，地位高的","{""gre3000"":[""贵族，名门望族；贵族的，地位高的""]}","pəˈtrɪʃn","pəˈtrɪʃn","gre3000","state","状态与存在 › 状态·属性·存在 › patrician","0.2","true"
"measly","少得可怜的，微不足道的","{""gre3000"":[""少得可怜的，微不足道的""]}","ˈmiːzli","ˈmiːzli","gre3000","change","变化与发展 › 变化·增长·演进 › measly","0.2","true"
"fracas","争吵，吵闹","{""gre3000"":[""争吵，吵闹""]}","ˈfreɪkəs","ˈfrækɑː","gre3000","cognition","认知与思维 › 感知·理解·记忆 › fracas","0.2","true"
"verbatim","逐字地，一字不差地","{""gre3000"":[""逐字地，一字不差地""]}","vɜːˈbeɪtɪm","vɜːˈbeɪtɪm","gre3000","judgment","判断与评价 › 判断·价值·评价 › verbatim","0.2","true"
"levelheaded","明智的","{""gre3000"":[""明智的""]}","ˈlevəlˈhedɪd","ˈlevlˈhedɪd","gre3000","quantity","程度·范围·数量 › 数量·范围·程度 › levelheaded","0.2","true"
"byzantine","错综复杂的","{""gre3000"":[""错综复杂的""]}","ˈbaɪzəntaɪn","ˈbaɪzəntaɪn","gre3000","society","社会与个体 › 社会·群体·个体 › byzantine","0.2","true"
"squeamish","恶心的，晕船的","{""gre3000"":[""恶心的，晕船的""]}","ˈskwiːmɪʃ","ˈskwiːmɪʃ","gre3000","control","控制与影响 › 控制·管理·影响 › squeamish","0.2","true"
"stouthearted","勇敢的","{""gre3000"":[""勇敢的""]}","ˈstɑʊtˈhɑːtɪd","ˈstɑʊtˈhɑːtɪd","gre3000","cognition","认知与思维 › 感知·理解·记忆 › stouthearted","0.2","true"
